Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	01_01 Spectral Count	01_02 Spectral Count	02_01 Spectral Count	02_02 Spectral Count	01_01 Unique Spectral Count	01_02 Unique Spectral Count	02_01 Unique Spectral Count	02_02 Unique Spectral Count	01_01 Total Spectral Count	01_02 Total Spectral Count	02_01 Total Spectral Count	02_02 Total Spectral Count	01_01 Intensity	01_02 Intensity	02_01 Intensity	02_02 Intensity	01_01 Unique Intensity	01_02 Unique Intensity	02_01 Unique Intensity	02_02 Unique Intensity	01_01 Total Intensity	01_02 Total Intensity	02_01 Total Intensity	02_02 Total Intensity	01_01 MaxLFQ Intensity	01_02 MaxLFQ Intensity	02_01 MaxLFQ Intensity	02_02 MaxLFQ Intensity	01_01 MaxLFQ Unique Intensity	01_02 MaxLFQ Unique Intensity	02_01 MaxLFQ Unique Intensity	02_02 MaxLFQ Unique Intensity	01_01 MaxLFQ Total Intensity	01_02 MaxLFQ Total Intensity	02_01 MaxLFQ Total Intensity	02_02 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|Q8IV08|PLD3_HUMAN	Q8IV08	PLD3_HUMAN	PLD3	490	6.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	5'-3' exonuclease PLD3	1.0000	0.9990	3	19	19	19	8	1	4	6	8	1	4	6	8	1	4	6	2.4560436E7	5037464.5	1.1232241E7	2.9058766E7	2.4560436E7	5037464.5	1.1232241E7	2.9058766E7	2.4560436E7	5037464.5	1.1232241E7	2.9058766E7	2.0348482E7	5037464.5	1.0528152E7	1.8744768E7	2.0348482E7	5037464.5	1.0528152E7	1.8744768E7	2.0348482E7	5037464.5	1.0528152E7	1.8744768E7	
sp|Q8IWU5|SULF2_HUMAN	Q8IWU5	SULF2_HUMAN	SULF2	870	19.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Extracellular sulfatase Sulf-2	1.0000	0.9990	3	16	16	16	3	2	8	3	3	2	8	3	3	2	8	3	5121970.0	1372992.4	2742720.5	1658589.2	5121970.0	1372992.4	2742720.5	1658589.2	5121970.0	1372992.4	2742720.5	1658589.2	1094911.9	2557130.5	1804166.2	3089040.5	1094911.9	2557130.5	1804166.2	3089040.5	1094911.9	2557130.5	1804166.2	3089040.5	
sp|Q8IWV2|CNTN4_HUMAN	Q8IWV2	CNTN4_HUMAN	CNTN4	1026	14.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Contactin-4	1.0000	0.9990	11	46	39	46	26	2	4	14	20	2	4	13	26	2	4	14	1.7135756E7	3069916.5	0.0	1.0145998E7	1.7135756E7	3069916.5	0.0	1.0145998E7	1.7135756E7	3069916.5	0.0	1.0145998E7	4333506.5	2914607.0	2459029.0	4081611.2	4333506.5	2914607.0	2459029.0	4081611.2	4333506.5	2914607.0	2459029.0	4081611.2	
sp|Q8IWY4|SCUB1_HUMAN	Q8IWY4	SCUB1_HUMAN	SCUBE1	988	16.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal peptide, CUB and EGF-like domain-containing protein 1	1.0000	0.9989	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IXL6|FA20C_HUMAN	Q8IXL6	FA20C_HUMAN	FAM20C	584	27.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Extracellular serine/threonine protein kinase FAM20C	1.0000	0.9990	3	9	9	9	4	0	2	3	4	0	2	3	4	0	2	3	6180194.0	0.0	584777.2	3064368.5	6180194.0	0.0	584777.2	3064368.5	6180194.0	0.0	584777.2	3064368.5	2335670.8	0.0	1287437.6	1282073.0	2335670.8	0.0	1287437.6	1282073.0	2335670.8	0.0	1287437.6	1282073.0	
sp|Q8IZA0|K319L_HUMAN	Q8IZA0	K319L_HUMAN	KIAA0319L	1049	7.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dyslexia-associated protein KIAA0319-like protein	1.0000	0.9983	3	5	5	5	2	0	1	2	2	0	1	2	2	0	1	2	5707093.0	0.0	0.0	5255110.5	5707093.0	0.0	0.0	5255110.5	5707093.0	0.0	0.0	5255110.5	4465249.0	0.0	0.0	4650485.5	4465249.0	0.0	0.0	4650485.5	4465249.0	0.0	0.0	4650485.5	
sp|Q8IZJ1|UNC5B_HUMAN	Q8IZJ1	UNC5B_HUMAN	UNC5B	945	7.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Netrin receptor UNC5B	1.0000	0.9970	3	6	6	6	3	0	0	3	3	0	0	3	3	0	0	3	644156.0	0.0	0.0	2416066.8	644156.0	0.0	0.0	2416066.8	644156.0	0.0	0.0	2416066.8	701109.75	0.0	0.0	1203715.2	701109.75	0.0	0.0	1203715.2	701109.75	0.0	0.0	1203715.2	
sp|Q8IZP7|H6ST3_HUMAN	Q8IZP7	H6ST3_HUMAN	HS6ST3	471	18.50	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Heparan-sulfate 6-O-sulfotransferase 3	1.0000	0.9990	5	15	14	15	6	2	3	4	5	2	3	4	6	2	3	4	6329929.0	445683.2	441825.28	8404090.0	6329929.0	445683.2	441825.28	8404090.0	6329929.0	445683.2	441825.28	8404090.0	2308011.8	1594360.4	488193.62	3009107.0	2308011.8	1594360.4	488193.62	3009107.0	2308011.8	1594360.4	488193.62	3009107.0	
sp|Q8IZS8|CA2D3_HUMAN	Q8IZS8	CA2D3_HUMAN	CACNA2D3	1091	12.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent calcium channel subunit alpha-2/delta-3	1.0000	0.9990	11	28	28	28	14	1	5	8	14	1	5	8	14	1	5	8	7811838.0	2370046.0	3854433.8	7666915.0	7811838.0	2370046.0	3854433.8	7666915.0	7811838.0	2370046.0	3854433.8	7666915.0	3726151.2	2457002.8	2341662.0	3246343.2	3726151.2	2457002.8	2341662.0	3246343.2	3726151.2	2457002.8	2341662.0	3246343.2	
sp|Q8N126|CADM3_HUMAN	Q8N126	CADM3_HUMAN	CADM3	398	27.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell adhesion molecule 3	1.0000	0.9990	8	84	84	84	28	10	22	24	28	10	22	24	28	10	22	24	1.45579216E8	2.9920104E7	7.3544928E7	1.39158016E8	1.45579216E8	2.9920104E7	7.3544928E7	1.39158016E8	1.45579216E8	2.9920104E7	7.3544928E7	1.39158016E8	9.9017856E7	3.1408334E7	3.9366388E7	7.9999608E7	9.9017856E7	3.1408334E7	3.9366388E7	7.9999608E7	9.9017856E7	3.1408334E7	3.9366388E7	7.9999608E7	
sp|Q8N149|LIRA2_HUMAN	Q8N149	LIRA2_HUMAN	LILRA2	483	2.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leukocyte immunoglobulin-like receptor subfamily A member 2	1.0000	0.9990	1	8	8	8	4	0	1	3	4	0	1	3	4	0	1	3	4860873.0	0.0	1687127.6	2900431.5	4860873.0	0.0	1687127.6	2900431.5	4860873.0	0.0	1687127.6	2900431.5	4860873.0	0.0	1687127.6	2900431.5	4860873.0	0.0	1687127.6	2900431.5	4860873.0	0.0	1687127.6	2900431.5	
sp|Q8N1N4|K2C78_HUMAN	Q8N1N4	K2C78_HUMAN	KRT78	520	31.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 78	1.0000	0.9990	15	34	34	42	12	0	5	17	12	0	5	17	15	1	7	19	4242301.5	0.0	467603.16	3756343.0	4242301.5	0.0	467603.16	3756343.0	4768485.0	501467.72	1531960.9	5461924.0	1365924.5	0.0	599222.56	1420544.5	1365924.5	0.0	599222.56	1420544.5	2010340.1	502730.94	1348524.5	2550885.8	
sp|Q8N2S1|LTBP4_HUMAN	Q8N2S1	LTBP4_HUMAN	LTBP4	1624	38.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Latent-transforming growth factor beta-binding protein 4	1.0000	0.9990	21	111	111	111	41	6	18	46	41	6	18	46	41	6	18	46	3.6215952E7	1969508.9	6571198.5	2.2878372E7	3.6215952E7	1969508.9	6571198.5	2.2878372E7	3.6215952E7	1969508.9	6571198.5	2.2878372E7	1.0819884E7	6449717.0	4582533.5	8708507.0	1.0819884E7	6449717.0	4582533.5	8708507.0	1.0819884E7	6449717.0	4582533.5	8708507.0	
sp|Q8N3H0|TAFA2_HUMAN	Q8N3H0	TAFA2_HUMAN	TAFA2	131	37.40	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Chemokine-like protein TAFA-2	1.0000	0.9990	2	13	13	13	5	3	1	4	5	3	1	4	5	3	1	4	1.4568747E7	1631955.6	0.0	4698596.5	1.4568747E7	1631955.6	0.0	4698596.5	1.4568747E7	1631955.6	0.0	4698596.5	8206735.5	3499275.0	0.0	2220262.2	8206735.5	3499275.0	0.0	2220262.2	8206735.5	3499275.0	0.0	2220262.2	
sp|Q8N3J6|CADM2_HUMAN	Q8N3J6	CADM2_HUMAN	CADM2	435	32.20	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Cell adhesion molecule 2	1.0000	0.9990	8	55	55	55	17	5	21	12	17	5	21	12	17	5	21	12	6479858.0	1.8386466E7	1.1250967E7	3900858.2	6479858.0	1.8386466E7	1.1250967E7	3900858.2	6479858.0	1.8386466E7	1.1250967E7	3900858.2	2419014.0	1.5139251E7	5347877.0	3466939.2	2419014.0	1.5139251E7	5347877.0	3466939.2	2419014.0	1.5139251E7	5347877.0	3466939.2	
sp|Q8N3T6|T132C_HUMAN	Q8N3T6	T132C_HUMAN	TMEM132C	1108	17.80	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Transmembrane protein 132C	1.0000	0.9990	7	12	12	12	7	0	1	4	7	0	1	4	7	0	1	4	3078129.8	0.0	0.0	3064184.0	3078129.8	0.0	0.0	3064184.0	3078129.8	0.0	0.0	3064184.0	1211846.1	0.0	0.0	1247422.2	1211846.1	0.0	0.0	1247422.2	1211846.1	0.0	0.0	1247422.2	
sp|Q8N475|FSTL5_HUMAN	Q8N475	FSTL5_HUMAN	FSTL5	847	12.90	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Follistatin-related protein 5	1.0000	0.9990	5	14	14	20	4	0	4	6	4	0	4	6	5	3	5	7	1196734.5	0.0	1627561.9	1963933.8	1196734.5	0.0	1627561.9	1963933.8	2223882.0	642353.06	1627561.9	2692429.8	1196734.5	0.0	958296.4	1148556.6	1196734.5	0.0	958296.4	1148556.6	1210730.6	818064.25	900495.44	1002445.1	
sp|Q8N608|DPP10_HUMAN	Q8N608	DPP10_HUMAN	DPP10	796	9.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inactive dipeptidyl peptidase 10	1.0000	0.9990	6	8	8	9	5	0	1	2	5	0	1	2	5	0	2	2	4457860.5	1001579.2	343396.88	3366980.0	4457860.5	1001579.2	343396.88	3366980.0	4457860.5	1001579.2	343396.88	3366980.0	2655166.0	871811.2	747600.94	1663651.1	2655166.0	871811.2	747600.94	1663651.1	3634329.2	1193314.8	1023587.8	2277309.8	
sp|Q8N6C5|IGSF1_HUMAN	Q8N6C5	IGSF1_HUMAN	IGSF1	1336	14.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin superfamily member 1	1.0000	0.9990	5	16	16	16	7	0	2	7	7	0	2	7	7	0	2	7	4147028.0	0.0	372033.0	3089779.5	4147028.0	0.0	372033.0	3089779.5	4147028.0	0.0	372033.0	3089779.5	1924810.1	0.0	440043.12	1140041.4	1924810.1	0.0	440043.12	1140041.4	1924810.1	0.0	440043.12	1140041.4	
sp|Q8N967|LRTM2_HUMAN	Q8N967	LRTM2_HUMAN	LRTM2	370	13.00	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Leucine-rich repeat and transmembrane domain-containing protein 2	1.0000	0.9989	2	6	6	6	3	0	1	2	3	0	1	2	3	0	1	2	507704.38	0.0	566851.8	918844.8	507704.38	0.0	566851.8	918844.8	507704.38	0.0	566851.8	918844.8	507704.38	0.0	566851.8	918844.8	507704.38	0.0	566851.8	918844.8	507704.38	0.0	566851.8	918844.8	
sp|Q8NBJ4|GOLM1_HUMAN	Q8NBJ4	GOLM1_HUMAN	GOLM1	401	50.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Golgi membrane protein 1	1.0000	0.9990	17	83	83	83	29	1	21	32	29	1	21	32	29	1	21	32	2.289304E7	1.2472179E7	6869137.0	2.3733156E7	2.289304E7	1.2472179E7	6869137.0	2.3733156E7	2.289304E7	1.2472179E7	6869137.0	2.3733156E7	1.0366635E7	8671374.0	3346886.2	1.0600299E7	1.0366635E7	8671374.0	3346886.2	1.0600299E7	1.0366635E7	8671374.0	3346886.2	1.0600299E7	
sp|Q8NBJ7|SUMF2_HUMAN	Q8NBJ7	SUMF2_HUMAN	SUMF2	301	14.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inactive C-alpha-formylglycine-generating enzyme 2	1.0000	0.9990	2	12	12	12	7	0	0	5	7	0	0	5	7	0	0	5	2291923.2	0.0	0.0	2120895.0	2291923.2	0.0	0.0	2120895.0	2291923.2	0.0	0.0	2120895.0	1271358.4	0.0	0.0	1182154.8	1271358.4	0.0	0.0	1182154.8	1271358.4	0.0	0.0	1182154.8	
sp|Q8NBP7|PCSK9_HUMAN	Q8NBP7	PCSK9_HUMAN	PCSK9	692	16.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proprotein convertase subtilisin/kexin type 9	1.0000	0.9990	3	5	5	5	4	0	0	1	4	0	0	1	4	0	0	1	1139934.2	0.0	0.0	1241281.4	1139934.2	0.0	0.0	1241281.4	1139934.2	0.0	0.0	1241281.4	570091.75	0.0	0.0	585021.1	570091.75	0.0	0.0	585021.1	570091.75	0.0	0.0	585021.1	
sp|Q8NBS9|TXND5_HUMAN	Q8NBS9	TXND5_HUMAN	TXNDC5	432	18.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin domain-containing protein 5	1.0000	0.9990	7	14	14	14	6	1	2	5	6	1	2	5	6	1	2	5	2482655.2	1254036.0	0.0	3921671.0	2482655.2	1254036.0	0.0	3921671.0	2482655.2	1254036.0	0.0	3921671.0	1183231.8	1426160.0	0.0	1337311.4	1183231.8	1426160.0	0.0	1337311.4	1183231.8	1426160.0	0.0	1337311.4	
sp|Q8NCC3|PAG15_HUMAN	Q8NCC3	PAG15_HUMAN	PLA2G15	412	11.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipase A2 group XV	1.0000	0.9988	3	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	5913030.5	0.0	0.0	3100268.8	5913030.5	0.0	0.0	3100268.8	5913030.5	0.0	0.0	3100268.8	4336717.5	0.0	0.0	2200352.5	4336717.5	0.0	0.0	2200352.5	4336717.5	0.0	0.0	2200352.5	
sp|Q8NFP4|MDGA1_HUMAN	Q8NFP4	MDGA1_HUMAN	MDGA1	955	9.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	MAM domain-containing glycosylphosphatidylinositol anchor protein 1	1.0000	0.9990	4	12	12	12	8	0	0	4	8	0	0	4	8	0	0	4	3579791.0	148526.72	0.0	3895105.8	3579791.0	148526.72	0.0	3895105.8	3579791.0	148526.72	0.0	3895105.8	1862302.6	148526.72	0.0	1795446.0	1862302.6	148526.72	0.0	1795446.0	1862302.6	148526.72	0.0	1795446.0	
sp|Q8NFT8|DNER_HUMAN	Q8NFT8	DNER_HUMAN	DNER	737	15.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Delta and Notch-like epidermal growth factor-related receptor	1.0000	0.9990	5	41	41	41	15	3	9	14	15	3	9	14	15	3	9	14	1.4851058E7	1.4736445E7	1.1555272E7	1.7803058E7	1.4851058E7	1.4736445E7	1.1555272E7	1.7803058E7	1.4851058E7	1.4736445E7	1.1555272E7	1.7803058E7	1.3794249E7	1.4736445E7	1.1555272E7	1.5880688E7	1.3794249E7	1.4736445E7	1.1555272E7	1.5880688E7	1.3794249E7	1.4736445E7	1.1555272E7	1.5880688E7	
sp|Q8NFY4|SEM6D_HUMAN	Q8NFY4	SEM6D_HUMAN	SEMA6D	1073	16.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Semaphorin-6D	1.0000	0.9990	6	20	20	20	6	2	4	8	6	2	4	8	6	2	4	8	3350033.0	1650714.9	0.0	3826517.0	3350033.0	1650714.9	0.0	3826517.0	3350033.0	1650714.9	0.0	3826517.0	1335889.1	1726792.9	0.0	1352847.4	1335889.1	1726792.9	0.0	1352847.4	1335889.1	1726792.9	0.0	1352847.4	
sp|Q8NFZ8|CADM4_HUMAN	Q8NFZ8	CADM4_HUMAN	CADM4	388	36.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell adhesion molecule 4	1.0000	0.9990	6	90	90	90	13	19	45	13	13	19	45	13	13	19	45	13	8.6132392E7	7445888.0	356549.0	6.0001188E7	8.6132392E7	7445888.0	356549.0	6.0001188E7	8.6132392E7	7445888.0	356549.0	6.0001188E7	5.4470728E7	9799306.0	1974619.9	3.194822E7	5.4470728E7	9799306.0	1974619.9	3.194822E7	5.4470728E7	9799306.0	1974619.9	3.194822E7	
sp|Q8NHP8|PLBL2_HUMAN	Q8NHP8	PLBL2_HUMAN	PLBD2	589	15.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Putative phospholipase B-like 2	1.0000	0.9987	4	6	6	6	2	0	2	2	2	0	2	2	2	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8TAB3|PCD19_HUMAN	Q8TAB3	PCD19_HUMAN	PCDH19	1148	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protocadherin-19	1.0000	0.9979	2	5	5	5	2	0	1	2	2	0	1	2	2	0	1	2	1247546.8	0.0	806270.7	1886379.9	1247546.8	0.0	806270.7	1886379.9	1247546.8	0.0	806270.7	1886379.9	620035.44	0.0	889258.06	999876.2	620035.44	0.0	889258.06	999876.2	620035.44	0.0	889258.06	999876.2	
sp|Q8TAG5|VTM2A_HUMAN	Q8TAG5	VTM2A_HUMAN	VSTM2A	236	31.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2A	1.0000	0.9990	5	23	23	23	13	0	2	8	13	0	2	8	13	0	2	8	3.151616E7	4647861.5	972234.06	2.6447166E7	3.151616E7	4647861.5	972234.06	2.6447166E7	3.151616E7	4647861.5	972234.06	2.6447166E7	1.1919148E7	3266003.8	3988070.0	9559953.0	1.1919148E7	3266003.8	3988070.0	9559953.0	1.1919148E7	3266003.8	3988070.0	9559953.0	
sp|Q8TCZ2|C99L2_HUMAN	Q8TCZ2	C99L2_HUMAN	CD99L2	262	45.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	CD99 antigen-like protein 2	1.0000	0.9990	4	35	35	35	11	3	2	19	11	3	2	19	11	3	2	19	1.8585382E7	1579955.4	3050114.8	1.6913862E7	1.8585382E7	1579955.4	3050114.8	1.6913862E7	1.8585382E7	1579955.4	3050114.8	1.6913862E7	9127127.0	1601427.1	3616540.0	9604407.0	9127127.0	1601427.1	3616540.0	9604407.0	9127127.0	1601427.1	3616540.0	9604407.0	
sp|Q8TDQ0|HAVR2_HUMAN	Q8TDQ0	HAVR2_HUMAN	HAVCR2	301	29.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hepatitis A virus cellular receptor 2	1.0000	0.9990	2	12	12	12	5	1	2	4	5	1	2	4	5	1	2	4	3471639.5	1710394.5	3186544.0	2877574.5	3471639.5	1710394.5	3186544.0	2877574.5	3471639.5	1710394.5	3186544.0	2877574.5	2245444.0	1976428.5	3682177.8	1387855.8	2245444.0	1976428.5	3682177.8	1387855.8	2245444.0	1976428.5	3682177.8	1387855.8	
sp|Q8TEA8|DTD1_HUMAN	Q8TEA8	DTD1_HUMAN	DTD1	209	14.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	D-aminoacyl-tRNA deacylase 1	1.0000	0.9990	2	3	3	3	3	0	0	0	3	0	0	0	3	0	0	0	1365044.0	0.0	0.0	0.0	1365044.0	0.0	0.0	0.0	1365044.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8TEU8|WFKN2_HUMAN	Q8TEU8	WFKN2_HUMAN	WFIKKN2	576	35.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	1.0000	0.9990	12	67	66	67	21	7	22	17	20	7	22	17	21	7	22	17	5.7568136E7	1.2578229E7	1184295.6	3.9905368E7	5.7568136E7	1.2578229E7	1184295.6	3.9905368E7	5.7568136E7	1.2578229E7	1184295.6	3.9905368E7	3.1091514E7	1.2664038E7	5142188.0	2.1566448E7	3.1091514E7	1.2664038E7	5142188.0	2.1566448E7	3.1091514E7	1.2664038E7	5142188.0	2.1566448E7	
sp|Q8WUJ3|CEMIP_HUMAN	Q8WUJ3	CEMIP_HUMAN	CEMIP	1361	12.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell migration-inducing and hyaluronan-binding protein	1.0000	0.9990	10	38	38	38	17	2	4	15	17	2	4	15	17	2	4	15	3182842.0	682941.4	2269587.2	2356806.5	3182842.0	682941.4	2269587.2	2356806.5	3182842.0	682941.4	2269587.2	2356806.5	2564429.8	1565473.9	1437021.1	2010404.6	2564429.8	1565473.9	1437021.1	2010404.6	2564429.8	1565473.9	1437021.1	2010404.6	
sp|Q8WVQ1|CANT1_HUMAN	Q8WVQ1	CANT1_HUMAN	CANT1	401	32.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Soluble calcium-activated nucleotidase 1	1.0000	0.9990	10	28	28	28	12	1	6	9	12	1	6	9	12	1	6	9	1.9714652E7	8050036.5	4896310.5	8661377.0	1.9714652E7	8050036.5	4896310.5	8661377.0	1.9714652E7	8050036.5	4896310.5	8661377.0	6029147.0	1.9123374E7	1.1632759E7	6341217.5	6029147.0	1.9123374E7	1.1632759E7	6341217.5	6029147.0	1.9123374E7	1.1632759E7	6341217.5	
sp|Q8WW22|DNJA4_HUMAN	Q8WW22	DNJA4_HUMAN	DNAJA4	397	37.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 4	1.0000	0.9988	2	3	3	3	2	0	0	1	2	0	0	1	2	0	0	1	545171.9	0.0	0.0	78923.07	545171.9	0.0	0.0	78923.07	545171.9	0.0	0.0	78923.07	172114.73	0.0	0.0	221923.45	172114.73	0.0	0.0	221923.45	172114.73	0.0	0.0	221923.45	
sp|Q8WXD2|SCG3_HUMAN	Q8WXD2	SCG3_HUMAN	SCG3	468	53.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretogranin-3	1.0000	0.9990	28	320	320	320	105	32	69	114	105	32	69	114	105	32	69	114	2.98125536E8	3.1359052E7	2556554.0	2.53817968E8	2.98125536E8	3.1359052E7	2556554.0	2.53817968E8	2.98125536E8	3.1359052E7	2556554.0	2.53817968E8	1.0285804E8	6.8278376E7	2.3756146E7	1.01631416E8	1.0285804E8	6.8278376E7	2.3756146E7	1.01631416E8	1.0285804E8	6.8278376E7	2.3756146E7	1.01631416E8	
sp|Q8WY21|SORC1_HUMAN	Q8WY21	SORC1_HUMAN	SORCS1	1168	16.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	VPS10 domain-containing receptor SorCS1	1.0000	0.9990	7	22	22	23	7	0	7	8	7	0	7	8	8	0	7	8	2.0291756E7	1360824.4	745345.94	9349952.0	2.0291756E7	1360824.4	745345.94	9349952.0	2.0291756E7	1360824.4	745345.94	9349952.0	7360092.0	1088785.2	3732712.8	5802681.5	7360092.0	1088785.2	3732712.8	5802681.5	7360092.0	1088785.2	3732712.8	5802681.5	
sp|Q8WYK1|CNTP5_HUMAN	Q8WYK1	CNTP5_HUMAN	CNTNAP5	1306	8.00	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Contactin-associated protein-like 5	1.0000	0.9989	7	14	14	14	9	0	1	4	9	0	1	4	9	0	1	4	2582212.5	0.0	883820.94	3344840.5	2582212.5	0.0	883820.94	3344840.5	2582212.5	0.0	883820.94	3344840.5	1035968.9	0.0	918745.0	1408462.0	1035968.9	0.0	918745.0	1408462.0	1035968.9	0.0	918745.0	1408462.0	
sp|Q8WZ75|ROBO4_HUMAN	Q8WZ75	ROBO4_HUMAN	ROBO4	1007	12.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Roundabout homolog 4	1.0000	0.9990	3	10	10	10	3	0	3	4	3	0	3	4	3	0	3	4	1149702.9	0.0	2004359.5	2147328.0	1149702.9	0.0	2004359.5	2147328.0	1149702.9	0.0	2004359.5	2147328.0	1354360.2	0.0	1051873.6	1326088.9	1354360.2	0.0	1051873.6	1326088.9	1354360.2	0.0	1051873.6	1326088.9	
sp|Q8WZA1|PMGT1_HUMAN	Q8WZA1	PMGT1_HUMAN	POMGNT1	660	17.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1	1.0000	0.9980	8	18	18	18	6	1	1	10	6	1	1	10	6	1	1	10	3692274.0	1721756.5	787864.7	3477621.0	3692274.0	1721756.5	787864.7	3477621.0	3692274.0	1721756.5	787864.7	3477621.0	1991388.9	4481720.5	859798.44	1845007.8	1991388.9	4481720.5	859798.44	1845007.8	1991388.9	4481720.5	859798.44	1845007.8	
sp|Q92484|ASM3A_HUMAN	Q92484	ASM3A_HUMAN	SMPDL3A	453	20.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acid sphingomyelinase-like phosphodiesterase 3a	1.0000	0.9990	5	11	11	11	6	0	0	5	6	0	0	5	6	0	0	5	1.0186542E7	0.0	0.0	8819237.0	1.0186542E7	0.0	0.0	8819237.0	1.0186542E7	0.0	0.0	8819237.0	6129414.0	0.0	0.0	4493532.0	6129414.0	0.0	0.0	4493532.0	6129414.0	0.0	0.0	4493532.0	
sp|Q92485|ASM3B_HUMAN	Q92485	ASM3B_HUMAN	SMPDL3B	455	15.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acid sphingomyelinase-like phosphodiesterase 3b	1.0000	0.9990	3	23	23	23	7	4	6	6	7	4	6	6	7	4	6	6	1.3416498E7	1184126.9	6588565.5	1600861.4	1.3416498E7	1184126.9	6588565.5	1600861.4	1.3416498E7	1184126.9	6588565.5	1600861.4	2729233.8	3095933.2	3191544.0	3041056.8	2729233.8	3095933.2	3191544.0	3041056.8	2729233.8	3095933.2	3191544.0	3041056.8	
sp|Q92520|FAM3C_HUMAN	Q92520	FAM3C_HUMAN	FAM3C	227	50.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein FAM3C	1.0000	0.9990	11	289	289	289	80	55	86	68	80	55	86	68	80	55	86	68	6.08807E7	1.47885136E8	1.59877552E8	6.1272244E7	6.08807E7	1.47885136E8	1.59877552E8	6.1272244E7	6.08807E7	1.47885136E8	1.59877552E8	6.1272244E7	6.0046696E7	8.0750456E7	5.595866E7	4.6058056E7	6.0046696E7	8.0750456E7	5.595866E7	4.6058056E7	6.0046696E7	8.0750456E7	5.595866E7	4.6058056E7	
